"True"	"Mean"	"Q2.5"	"Q50"	"Q97.5"	"Coverage"	"CILength"	"Rel_Bias"	"Bias"	"Bias_sq"
-0.382924922548026	-0.408434509638934	-0.490445602636051	-0.407137881635161	-0.334226098894343	1	0.156219503741708	0.0666177247517974	-0.0255095870909077	0.000650739033548606
-0.382924922548026	-0.418740546550603	-0.490642591615034	-0.417791541306212	-0.352527540921495	1	0.138115050693539	0.0935317131208264	-0.0358156240025767	0.00128275892269394
-0.382924922548026	-0.394540059645488	-0.462251083293759	-0.393631518700865	-0.332166948710522	1	0.130084134583236	0.0303326746668081	-0.011615137097462	0.000134911409792838
-0.382924922548026	-0.347229019024506	-0.41323796271983	-0.346229585865264	-0.287411208940016	1	0.125826753779814	-0.0932190657270236	0.0356959035235199	0.00127419752836044
-0.382924922548026	-0.448596304267448	-0.532765642892237	-0.447205602175258	-0.373386195216071	1	0.159379447676166	0.171499366722951	-0.0656713817194217	0.00431273037693799
-0.382924922548026	-0.375065766709186	-0.460315846339756	-0.372567245794718	-0.304161402065867	1	0.156154444273889	-0.0205240123482794	0.00785915583883962	6.17663304991668e-05
-0.382924922548026	-0.35399071452482	-0.426722126390664	-0.35245465425482	-0.289540066975873	1	0.137182059414791	-0.075561046877479	0.0289342080232064	0.000837188393930182
-0.382924922548026	-0.360077978405323	-0.420918667420361	-0.359672439790508	-0.301849495246076	1	0.119069172174285	-0.0596642913464005	0.0228469441427033	0.000521982856659803
-0.382924922548026	-0.40620077501914	-0.493628830026066	-0.404336288720618	-0.328926634816002	1	0.164702195210064	0.0607843759978696	-0.0232758524711143	0.000541765308257078
-0.382924922548026	-0.355540953716241	-0.415555717438405	-0.355145785631321	-0.298841692512923	1	0.116714024925481	-0.0715126313784146	0.027383968831785	0.00074988174898017
-0.382924922548026	-0.35472401454603	-0.426473674498277	-0.353666583855344	-0.289770930218168	1	0.136702744280109	-0.0736460500255344	0.0282009080019958	0.000795291212137032
-0.382924922548026	-0.37228726867041	-0.437477898133909	-0.370892016385491	-0.314832501302828	1	0.122645396831081	-0.0277799987706005	0.0106376538776164	0.000113159680019968
-0.382924922548026	-0.406350690635784	-0.477681370037793	-0.405556457941878	-0.339413324159886	1	0.138268045877907	0.0611758773283303	-0.0234257680877584	0.000548766610501441
-0.382924922548026	-0.383179321948929	-0.444366992581957	-0.382810716985549	-0.324510236691107	1	0.11985675589085	0.000664358431439371	-0.000254399400903049	6.47190551798304e-08
-0.382924922548026	-0.453674893281692	-0.55783086747683	-0.450297003838798	-0.36900366637872	1	0.188827201098111	0.184761990060317	-0.0707499707336662	0.00500555835881462
-0.382924922548026	-0.426827980199201	-0.511486755875643	-0.425232562619987	-0.351838390443504	1	0.15964836543214	0.114651867940689	-0.0439030576511747	0.00192747847112237
-0.382924922548026	-0.367681105671609	-0.448855894978553	-0.365840955451729	-0.295883421744521	1	0.152972473234033	-0.039808891975437	0.015243816876417	0.000232373952961735
-0.382924922548026	-0.382974018139141	-0.450766096412375	-0.38180019758113	-0.321951433219238	1	0.128814663193138	0.00012821205469896	-4.90955911153224e-05	2.41037706696292e-09
-0.382924922548026	-0.401884515618145	-0.47490174005044	-0.400780721373464	-0.335044739091363	1	0.139857000959077	0.0495125596525815	-0.0189595930701193	0.000359466169384516
-0.382924922548026	-0.396312818736496	-0.462276656976044	-0.395625869783224	-0.334009429886391	1	0.128267227089653	0.0349621959818784	-0.0133878961884697	0.000179235764353241
-0.382924922548026	-0.387110610398379	-0.448115960684927	-0.386503730566057	-0.329511620024002	1	0.118604340660924	0.0109308316170718	-0.00418568785035273	1.75199827805904e-05
-0.382924922548026	-0.37597861250045	-0.42838739629914	-0.37570452760313	-0.325033525928376	1	0.103353870370764	-0.0181401356729523	0.00694631004757595	4.82512232770547e-05
-0.382924922548026	-0.435683652975195	-0.514009404917808	-0.434246999810769	-0.365500703197304	1	0.148508701720504	0.137778262318644	-0.0527587304271686	0.00278348363628664
-0.382924922548026	-0.402107301092615	-0.487237968878955	-0.39992106178871	-0.328369176552108	1	0.158868792326847	0.0500943590115454	-0.019182378544589	0.00036796364662791
-0.382924922548026	-0.369858806424618	-0.428412669413458	-0.369247839626156	-0.314625105562537	1	0.113787563850921	-0.0341218744302799	0.0130661161234084	0.000170723390550393
-0.382924922548026	-0.427204197371813	-0.503701605099938	-0.425988763662492	-0.357695866121218	1	0.14600573897872	0.115634350799494	-0.0442792748237874	0.00196065417892049
-0.382924922548026	-0.427711415405847	-0.493288740018809	-0.42688284141905	-0.366141263754727	1	0.127147476264082	0.116958939522155	-0.0447864928578205	0.00200582994250361
-0.382924922548026	-0.424515433097446	-0.501714170802224	-0.423101254103825	-0.355275877215525	1	0.146438293586699	0.108612702126235	-0.0415905105494202	0.00172977056776143
-0.382924922548026	-0.400555576015282	-0.465120750290717	-0.399636321290088	-0.34148668397468	1	0.123634066316036	0.0460420631541541	-0.0176306534672558	0.000310839941682458
-0.382924922548026	-0.331655315729232	-0.389375485498828	-0.3310555465643	-0.277724015791342	1	0.111651469707486	-0.133889448818426	0.0512696068187937	0.00262857258335369
-0.382924922548026	-0.357524591733712	-0.430640261677578	-0.356290293139881	-0.291829781060182	1	0.138810480617396	-0.066332404392218	0.0254003308143144	0.000645176805476611
-0.382924922548026	-0.40578581174136	-0.476752564035197	-0.404767253215092	-0.34149496625905	1	0.135257597776147	0.0597007085389344	-0.0228608891933337	0.000522620254709883
