"True"	"Mean"	"Q2.5"	"Q50"	"Q97.5"	"Coverage"	"CILength"	"Rel_Bias"	"Bias"	"Bias_sq"
-0.364102038264724	-0.286774195412074	-0.519539407369298	-0.29367035709519	-0.0183484448746879	1	0.50119096249461	-0.212379593427127	0.0773278428526503	0.00597959528024418
-0.364102038264724	-0.242676839265163	-0.458232044914491	-0.247567776829341	-0.00297055411606199	1	0.455261490798429	-0.333492225361503	0.121425198999562	0.0147440789520832
-0.364102038264724	-0.274107837763621	-0.575768954304075	-0.289399916096732	0.0971243471766208	1	0.672893301480696	-0.247167527350321	0.0899942005011038	0.00809895612383288
-0.364102038264724	-0.313420771987092	-0.549630077151614	-0.319697510417005	-0.0468210315612147	1	0.5028090455904	-0.139195228126638	0.0506812662776324	0.00256859075150428
-0.364102038264724	-0.227979685489968	-0.458672207556709	-0.232307908103611	0.0262271427484807	1	0.48489935030519	-0.373857705997754	0.136122352774756	0.0185292949249352
-0.364102038264724	-0.376040997559178	-0.601446283641091	-0.381801921961713	-0.11734397036582	1	0.484102313275271	0.0327901468262942	-0.0119389592944533	0.000142538749034613
-0.364102038264724	-0.193770543770604	-0.524080747924724	-0.195601423909012	0.140179672834023	1	0.664260420758747	-0.467812526691431	0.170331494494121	0.0290128180166007
-0.364102038264724	-0.185179709278088	-0.411908716124934	-0.185175072522516	0.0453390087587037	1	0.457247724883638	-0.491407106203972	0.178922328986636	0.032013199810002
-0.364102038264724	-0.176451980592859	-0.380286561839241	-0.177277298684387	0.0328456681725181	1	0.413132230011759	-0.51537766326766	0.187650057671866	0.0352125441442546
-0.364102038264724	-0.258935355363194	-0.444860689176259	-0.262660883509958	-0.0497978119790567	1	0.395062877197202	-0.288838489898998	0.10516668290153	0.011060031192511
-0.364102038264724	-0.336917455986167	-0.588999697169757	-0.341695696655779	-0.0627964748336732	1	0.526203222336084	-0.0746619887329283	0.0271845822785571	0.00073900151365964
-0.364102038264724	-0.31429711475145	-0.505837924941421	-0.319787196042595	-0.0943807303872963	1	0.411457194554125	-0.13678836776262	0.0498049235132748	0.00248053040616315
-0.364102038264724	-0.225240372523545	-0.487594018996085	-0.228458054480456	0.0553343450128414	1	0.542928364008926	-0.38138118205265	0.13886166574118	0.0192825622124151
-0.364102038264724	-0.237518160102765	-0.420299294856091	-0.239752494722419	-0.0404468785437783	1	0.379852416312313	-0.347660449156632	0.126583878161959	0.0160234782105217
-0.364102038264724	-0.182312695090252	-0.485360463600321	-0.181173952737735	0.115416979915624	1	0.600777443515945	-0.499281311472089	0.181789343174472	0.0330473652918061
-0.364102038264724	-0.209136918504188	-0.398255308026795	-0.210026688376023	-0.0161961463185832	1	0.382059161708212	-0.425609042176982	0.154965119760536	0.0240141883423974
-0.364102038264724	-0.260508414425	-0.436369676836091	-0.262021594285639	-0.0794094272496089	1	0.356960249586482	-0.284518110179887	0.103593623839724	0.0107316389002463
